x,y,z
-13.55503686,-11.83873177,35.41883777
-13.33563427,-10.68737226,35.98282551
-13.02587661,-9.50670181,36.35030063
-12.63331993,-8.331997,36.52345488
-12.16801494,-7.195298854,36.51239449
-11.6418658,-6.12356283,36.33355109
-11.0679083,-5.13752381,36.00772241
-10.4595855,-4.251302217,35.55804281
-9.830087927,-3.472660034,35.00813767
-9.191806101,-2.803740465,34.38063298
-8.555921367,-2.242098033,33.69609829
-7.932140346,-1.781838905,32.97242146
-7.328562486,-1.414729353,32.22455717
-6.751659973,-1.131177792,31.46456284
-6.206344545,-0.921040971,30.70182887
-5.696095281,-0.774240773,29.94341987
-5.223123967,-0.681202472,29.19446023
-4.788558591,-0.633139059,28.458517
-4.392630089,-0.622211748,27.73795037
-4.034851753,-0.64159671,27.03421633
-3.714184416,-0.685484859,26.34811663
-3.429183555,-0.749036923,25.67999725
-3.178126664,-0.828311165,25.02990098
-2.959120844,-0.920176706,24.39768125
-2.770191599,-1.02222168,23.78308449
-2.609354476,-1.132662486,23.18580817
-2.47467148,-1.25025815,22.60554063
-2.364294346,-1.374232177,22.04198768
-2.276496676,-1.50420309,21.49489013
-2.209696873,-1.640124053,20.96403528
-2.162473586,-1.782231426,20.4492649
-2.133575219,-1.931001778,19.95048126
-2.12192484,-2.087116657,19.46765261
-2.126621613,-2.25143431,19.00081908
-2.146939723,-2.424967474,18.55009953
-2.182325544,-2.608866375,18.11570001
-2.232393682,-2.804406019,17.69792424
-2.296922365,-3.012976897,17.29718643
-2.375848513,-3.236078209,16.91402684
-2.469262723,-3.475312675,16.54913044
-2.577404271,-3.732381958,16.20334907
-2.700656148,-4.009081645,15.87772752
-2.839540015,-4.307294579,15.57353388
-2.99471087,-4.628981157,15.29229473
-3.166951082,-4.97616498,15.03583542
-3.357163328,-5.350911886,14.80632582
-3.566361781,-5.755300026,14.60633165
-3.795660741,-6.191378146,14.43887121
-4.046259662,-6.661108694,14.3074768
-4.31942329,-7.166291731,14.21625962
-4.616455319,-7.708465,14.16997569
-4.938663669,-8.288774903,14.17408904
-5.287315134,-8.907812713,14.23482643
-5.663576828,-9.565410286,14.35921537
-6.068441561,-10.26039011,14.55509374
-6.502634146,-10.99026615,14.83107579
-6.966495731,-11.75089529,15.19645398
-7.459843714,-12.5360844,15.66101218
-7.981805981,-13.33716697,16.23472065
-8.530630125,-14.14257514,16.92728103
-9.103471558,-14.9374496,17.74749057
-9.696168981,-15.70334967,18.70240215
-10.30302192,-16.4181478,19.79627369
-10.91659265,-17.056213,21.02933041
-11.5275633,-17.58899821,22.39640821
-12.12468681,-17.98614026,23.88560477
-12.6948755,-18.21714436,25.47713073
-13.22347053,-18.25365087,27.14261151
-13.69472557,-18.07216711,28.84511885
-14.09251725,-17.65700392,30.54018363
-14.4012612,-17.00301487,32.17793615
-14.60697186,-16.11764301,33.70633303
-14.69836148,-15.02178582,35.07518819
-14.66784365,-13.74912796,36.24048875
-14.5122977,-12.34385599,37.16832487
-14.23347227,-10.8570011,37.83776358
-13.83795677,-9.341958272,38.24217409
-13.33671842,-7.849905229,38.38882485
-12.74427249,-6.425835177,38.29692658
-12.07760721,-5.105734507,37.99458287
-11.35501013,-3.91515003,37.51525379
-10.59493716,-2.86909617,36.89431965
-9.815035713,-1.973030828,36.16618888
-9.031390564,-1.224518394,35.36219296
-8.258017444,-0.615195128,34.50931849
-7.506593225,-0.132722649,33.62968301
-6.786387891,0.237481473,32.74058354
-6.104351741,0.510844826,31.85492555
-5.465309646,0.702600488,30.98185879
-4.872218932,0.827080533,30.12748453
-4.326455711,0.897288493,29.29554147
-3.828103504,0.924687518,28.4880163
-3.376226452,0.919143913,27.70565392
-2.96911643,0.888974775,26.94836293
-2.604508687,0.84105948,26.21552399
-2.279764511,0.780985378,25.5062147
-1.992021854,0.713207059,24.81936679
-1.738316404,0.641205602,24.15387082
-1.515676366,0.567639486,23.50864174
-1.321194484,0.494482491,22.88265651
-1.152080848,0.423146433,22.27497241
-1.005699778,0.354588201,21.68473286
-0.879593776,0.289401526,21.11116533
-0.771497192,0.227894529,20.55357499
-0.67934186,0.170154357,20.01133622
-0.601256624,0.116100349,19.48388358
-0.535562366,0.065527176,18.97070305
-0.480763839,0.018139325,18.4713241
-0.435539364,-0.026421794,17.98531277
-0.398729258,-0.068556963,17.51226582
-0.369323625,-0.108693479,17.05180592
-0.346450047,-0.14727378,16.60357779
-0.329361539,-0.184747607,16.16724511
-0.31742505,-0.221567053,15.74248815
-0.31011071,-0.258183925,15.32900199
-0.306981938,-0.295048994,14.92649523
-0.307686498,-0.332612729,14.53468903
-0.31194854,-0.371327237,14.15331657
-0.319561626,-0.411649168,13.78212277
-0.330382735,-0.454043398,13.42086427
-0.344327229,-0.49898737,13.06930966
-0.361364729,-0.546975987,12.72723993
-0.381515878,-0.598527014,12.39444924
-0.404849949,-0.654186933,12.07074586
-0.431483258,-0.714537279,11.75595355
-0.461578353,-0.780201431,11.44991317
-0.495343954,-0.851851921,11.15248482
-0.533035615,-0.930218273,10.86355045
-0.574957103,-1.016095444,10.58301712
-0.62146247,-1.110352918,10.31082094
-0.672958842,-1.2139445,10.04693203
-0.729909897,-1.327918902,9.791360511
-0.792840068,-1.453431139,9.54416389
-0.86233947,-1.591754812,9.305456116
-0.939069572,-1.744295285,9.075418642
-1.023769621,-1.912603744,8.854313975
-1.117263842,-2.098392103,8.64250224
-1.2204694,-2.303548622,8.440461422
-1.334405124,-2.530154009,8.248812066
-1.460200933,-2.780497673,8.068347418
-1.599107907,-3.057093554,7.9000701
-1.752508844,-3.362694737,7.745236697
-1.921929106,-3.700305668,7.605411808
-2.109047404,-4.073190321,7.482533366
-2.31570605,-4.484873997,7.378991263
-2.543919961,-4.939135569,7.297721496
-2.795883433,-5.439985835,7.242318145
-3.073973298,-5.991626139,7.217165394
-3.380746563,-6.5983795,7.227591419
-3.718929978,-7.264584078,7.280045012
-4.091398089,-7.994435881,7.382294134
-4.501135264,-8.791764151,7.543642585
-4.951175855,-9.659719139,7.775156344
-5.444515082,-10.60034823,8.089883851
-5.983981512,-11.61403363,8.503044045
-6.572060261,-12.69876416,9.032141145
-7.210654635,-13.8492183,9.696945497
-7.900773431,-15.05564735,10.51925528
-8.642132417,-16.30257414,11.522326
-9.43266308,-17.56736674,12.72982828
-10.26793126,-18.81881732,14.16417863
-11.14048505,-20.01595476,15.8440985
-12.03917701,-21.10744145,17.78131771
-12.94854127,-22.03202925,19.97647582
-13.84834786,-22.7206319,22.41451338
-14.71349808,-23.10053707,25.06018117
-15.51444885,-23.1020426,27.85467745
-16.21834055,-22.66728741,30.71472093
-16.79092796,-21.76027767,33.53537997
-17.19926713,-20.37625812,36.19749844
-17.41490708,-18.54800051,38.5795059
-17.41712665,-16.34669374,40.57197203
-17.19562406,-13.87616932,42.09198076
-16.7520876,-11.26099656,43.09391208
-16.10027669,-8.630875138,43.57393927
-15.26457394,-6.104897779,43.56731424
-14.27731719,-3.779125245,43.13959611
-13.17546178,-1.719623684,42.37449299
-11.99718837,0.038676729,41.36139981
-10.77896797,1.488456814,40.18508553
-9.553392904,2.643738018,38.91880536
-8.347865311,3.532780946,37.62095648
-7.184065937,4.191566748,36.33461976
-6.078030907,4.658626371,35.08901528
-5.040636175,4.971430155,33.90193755
-4.078307443,5.164195141,32.78245791
-3.193813666,5.266803216,31.73344484
-2.387047218,5.304493892,30.75367868
-1.655733223,5.298039551,29.83949409
-0.996040393,5.264181848,28.98597676
-0.403085874,5.216178252,28.18778446
0.128661273,5.164365094,27.43967469
0.60506706,5.11668515,26.73681678
1.032096663,5.0791553,26.07495359
1.415642101,5.056266618,25.45046396
1.76140107,5.051318441,24.86036349
2.074796051,5.066692528,24.3022707
2.360924542,5.104074978,23.77435638
2.624532882,5.164633681,23.27528809
2.870007534,5.249158383,22.80417688
3.101378937,5.358169438,22.36053011
3.322333998,5.492000302,21.94421251
3.536234121,5.650857849,21.55541573
3.746136304,5.834863708,21.19463635
3.954815322,6.04407909,20.86266124
4.164785436,6.278514918,20.56055936
4.378320329,6.538128541,20.28967866
4.597470203,6.822807828,20.0516464
4.824075148,7.132343098,19.84837148
5.05977397,7.466387015,19.68204672
5.306007777,7.824402409,19.55514896
5.564017667,8.205597931,19.47043437
5.834835913,8.60885152,19.43092596
6.119270125,9.032622012,19.43988956
6.417879964,9.47484977,19.50079412
6.730946144,9.932848166,19.61725148
7.058431745,10.40318904,19.79293018
7.399936203,10.88158706,20.03143785
7.754642909,11.36279021,20.33616669
8.121262075,11.84048631,20.71009761
8.497971442,12.30723842,21.1555604
8.882358551,12.75446522,21.67395062
9.271369587,13.17248472,22.26540856
9.661271172,13.55064115,22.92847236
10.04763273,13.87753403,23.65972523
10.42533799,14.14136466,24.45346603
10.78863442,14.33040686,25.30144117
11.1312287,14.43359662,26.19268289
11.44643418,14.44121777,27.11350142
11.72737253,14.345641,28.04767462
11.96722668,14.14205334,28.97686537
12.15953537,13.82909912,29.88127487
12.2985128,13.40934661,30.74050921
12.37937034,12.88950064,31.5346024
12.39861291,12.28030351,32.24510686
12.35428134,11.59610215,32.85614102
12.24611486,10.85410461,33.35527784
12.07561481,10.07339396,33.73417336
11.84600074,9.273803515,33.98886724
11.56206188,8.474775922,34.11973291
11.22991845,7.69432591,34.13110299
10.85671629,6.948204215,34.03063709
10.45028348,6.249324105,33.82852468
10.01877914,5.607470855,33.5366243
9.570361224,5.029276835,33.1676313
9.11289486,4.518416839,32.73434526
8.653715352,4.075962767,32.24908173
8.199452635,3.700833241,31.72324622
7.75591741,3.39027975,31.16706629
7.328044154,3.140362564,30.58946245
6.919882913,2.946383646,29.99802992
6.534630067,2.803257238,29.39910118
6.174687996,2.705810056,28.79786093
5.841744126,2.649011447,28.19848959
5.536861135,2.62813934,27.60431671
5.260571554,2.63889087,27.01797149
5.012971581,2.677447652,26.44152187
4.793810357,2.740505593,25.87659792
4.602572214,2.825278157,25.32449791
4.438550433,2.92948076,24.78627726
4.300911823,3.0513025,24.26282198
4.188752069,3.189370132,23.75490865
4.101142154,3.342707925,23.26325329
4.037166465,3.510696038,22.78855141
3.995953317,3.693029175,22.33151133
3.976698701,3.889676576,21.89288264
3.978684064,4.10084387,21.47348136
4.001288864,4.326936857,21.07421303
4.04399857,4.568526941,20.69609472
4.106408681,4.826317657,20.34027687
4.188225191,5.101111503,20.00806519
4.289261848,5.393776074,19.70094326
4.40943435,5.705208325,19.42059562
4.548751573,6.036295631,19.16893143
4.707303692,6.387872153,18.94810804
4.885246998,6.760668911,18.76055385
5.082785033,7.155255845,18.60898911
5.300145539,7.571974151,18.49644312
5.537552622,8.010857214,18.42626518
5.795193424,8.47153867,18.4021265
6.073178541,8.953146562,18.42800882
6.371495441,9.454183285,18.50817481
6.689954227,9.972392117,18.64711423
7.028125299,10.50461285,18.84945886
7.385268857,11.0466313,19.11985832
7.760256816,11.59303049,19.46280878
8.151488523,12.13705522,19.88242707
8.556802904,12.67050592,20.38216453
8.973391153,13.18368273,20.96445857
9.397715875,13.66540491,21.63032597
9.825444627,14.10313399,22.37891048
10.25140778,14.48322966,23.20700889
10.66959228,14.79136334,24.1086128
11.07318382,15.01310478,25.07451787
11.45466923,15.13467984,26.09206385
11.80600866,15.14387316,27.14507525
12.11888227,15.03101938,28.21406893
12.38500846,14.78999511,29.27677759
12.5965217,14.41909812,30.30900588
12.74638737,13.9216872,31.28578997
12.8288212,13.30646489,32.18277863
12.83967454,12.58731803,32.97770454
12.77674465,11.78268714,33.6517818
12.63997363,10.914505,34.1908593
12.43151064,10.00681368,34.58618628
12.15562728,9.084220604,34.83470124
11.81849377,8.170376686,34.9388277
11.42783993,7.286647129,34.90583367
10.992537,6.451103699,34.74686891
10.52214221,5.677907315,34.47582564
10.02644772,4.977086913,34.10816982
9.515069061,4.354667801,33.65986765
8.997098928,3.813068289,33.1464935
8.48084089,3.351669424,32.58256349
7.973627298,2.967466164,31.98110063
7.481717235,2.65572379,31.35340956
7.010264502,2.410584346,30.709022
6.563342386,2.225589388,30.05576799
6.144010986,2.094103857,29.39992922
5.75441348,2.009639826,28.74643721
5.395889407,1.966088087,28.09908734
5.06909518,1.957870584,27.46074841
4.774124352,1.980028567,26.83355499
4.510622271,2.028261156,26.21907579
4.277891611,2.098927478,25.61845585
4.074986748,2.189023554,25.03253317
3.900796087,2.296142876,24.46193232
3.754112316,2.418427598,23.90713821
3.633691079,2.554515444,23.36855371
3.538298972,2.703485959,22.84654446
3.466751937,2.864808528,22.34147404
3.417945207,3.038293652,21.85373216
3.39087597,3.22404828,21.38375805
3.384659846,3.422435423,20.93206092
3.398542152,3.634037928,20.49923889
3.431904849,3.859625925,20.08599751
3.484269881,4.100127281,19.69316883
3.555299501,4.35660017,19.32173159
3.644794022,4.630206712,18.97283306
3.752687273,4.922186483,18.64781294
3.879039916,5.233828536,18.34822941
4.024030595,5.566440388,18.07588736
4.187944765,5.92131228,17.83286861
4.371160872,6.299674776,17.62156365
4.574133405,6.702647596,17.44470401
4.797372165,7.131177381,17.30539385
5.041416952,7.58596192,17.2071389
5.306806676,8.06735835,17.15386989
5.594041797,8.5752729,17.14995647
5.903538855,9.10903015,17.20020664
6.23557583,9.667220513,17.309845
6.590227116,10.24752599,17.48446142
6.967287123,10.84652632,17.7299201
7.366181939,11.45949076,18.05221758
7.785869254,12.08016498,18.45727678
8.224727889,12.70056816,18.95066483
8.680439903,13.31082231,19.53722376
9.14987044,13.89904346,20.22060813
9.628953199,14.45133211,21.0027318
10.11259254,14.9519068,21.88313883
10.59459651,15.38342675,22.85833145
11.06765799,15.72754532,23.92110944
11.52340277,15.96572179,25.05999921
11.95252318,16.08029195,26.25887121
12.34501205,16.05575806,27.49685634
12.69050453,15.88020909,28.74866612
12.97872316,15.54672924,29.98539254
13.20000666,15.05461104,31.17580711
13.34588589,14.41017202,32.28809971
13.40965566,13.62699526,33.29190942
13.38688166,12.72547928,34.16042109
13.27578143,11.73168502,34.87225851
13.0774288,10.67558647,35.41291259
12.79575163,9.588938528,35.77550831
12.43731948,8.503041743,35.96082252
12.01094584,7.446691951,35.97659034
11.52715234,6.444552472,35.83624954
10.99755628,5.516094916,35.55734321
10.43424569,4.675147755,35.15982059
9.849198788,3.929996396,34.66444762
9.253790453,3.283912862,34.09147913
8.658410926,2.735963847,33.45967248
8.072205172,2.281948892,32.78565724
7.502927456,1.915345614,32.08362613
6.956896228,1.628174465,31.36528416
6.43902935,1.411731753,30.63998265
5.952938245,1.257170307,29.91496855
5.501060813,1.155929472,29.19569061
5.084815797,1.10003002,28.48611899
4.70476477,1.082256397,27.78904881
4.360771497,1.096250482,27.10637062
4.052151658,1.136539626,26.43930013
3.777808577,1.1985186,25.78856581
3.536352739,1.278401446,25.15455737
3.326204401,1.373155536,24.53743983
3.145679677,1.48042699,23.93723919
2.99306121,1.598463895,23.3539053
2.866654887,1.726041711,22.78735736
2.764834303,1.862393606,22.2375164
2.686074678,2.007147333,21.70432866
2.62897791,2.16026937,21.18778273
2.59229029,2.32201648,20.6879229
2.574914288,2.492894442,20.20486035
2.575915626,2.673623413,19.73878371
2.594526681,2.865109224,19.28996992
2.630147096,3.068419795,18.85879614
2.682342302,3.284765759,18.44575341
2.750840507,3.515484336,18.05146262
2.835528562,3.762025424,17.67669302
2.936446954,4.02593882,17.32238393
3.05378407,4.308861351,16.98966977
3.187869724,4.612502598,16.67990896
3.339167817,4.938627711,16.39471674
3.508267843,5.289035575,16.1360022
3.695874817,5.665530345,15.90600953
3.902797038,6.069883993,15.70736321
4.129930907,6.503787176,15.54311655
4.378241802,6.968785254,15.41680237
4.64873983,7.466195921,15.33248409
4.942448979,7.997004466,15.29480395
5.260367977,8.561732492,15.30902425
5.603420908,9.16027587,15.38105515
5.972395455,9.791708234,15.51746058
6.36786652,10.45404749,15.72543085
6.790103063,11.14398509,16.01270741
7.238956362,11.85658178,16.38744176
7.713728659,12.58493904,16.85796769
8.213022558,13.31986421,17.43246375
8.734573699,14.0495579,18.11848346
9.275072399,14.75936627,18.922335
9.829984163,15.43165557,19.84830244
10.39338425,16.0458814,20.89771931
10.95782747,16.57893441,22.06793348
11.51428017,17.0058446,23.35124064
12.05214611,17.30090823,24.73390831
12.55941898,17.43926047,26.1954565
13.02299027,17.39884775,27.70839146
13.42912997,17.1626614,29.23858966
13.76413721,16.72099152,30.74648278
14.01513127,16.07337304,32.18909346
14.17092227,15.22985826,33.52282022
14.22287315,14.21129046,34.70669752
14.16564805,13.04838506,35.70570787
13.99774292,11.77963118,36.49364928
13.7217174,10.44825816,37.05509971
13.34408746,9.098704205,37.38617335
12.87488974,7.773117572,37.49399377
12.32697702,6.508388704,37.3950511
11.71513987,5.334068919,37.11279625
11.05516478,4.271328582,36.67491019
10.36293242,3.33290642,36.11066456
9.653638032,2.523851842,35.44868725
8.941184347,1.842787209,34.71530788
8.237766398,1.283413274,33.93352374
7.55364122,0.836027483,33.12252637
6.8970576,0.488894962,32.29767058
6.274311731,0.229383509,31.47074918
5.689892494,0.044832861,30.65044585
5.146682847,-0.076830627,29.84286294
4.646189359,-0.146699353,29.05205059
4.188778408,-0.174665821,28.28049118
3.77390389,-0.169335678,27.52951512
3.400316698,-0.138033098,26.7996404
3.066250585,-0.086866376,26.09083827
2.769582184,-0.02082908,25.40273344
2.507965207,0.056081204,24.73474938
2.278940258,0.140738941,24.08620986
2.080022509,0.230769687,23.45640703
1.908769899,0.324437092,22.84464464
1.762834613,0.420540626,22.25026365
1.640000533,0.518325256,21.67265581
1.538209125,0.617403296,21.11126938
1.455576031,0.717688018,20.5656101
1.390400309,0.819338256,20.03523953
1.341168032,0.922713005,19.51977237
1.306551676,1.028334977,19.01887356
1.285406498,1.136862039,18.53225595
1.276764888,1.249065538,18.05967892
1.279829494,1.365814551,17.60094806
1.293965766,1.488065208,17.15591622
1.318694406,1.616854321,16.72448599
1.353684113,1.753296631,16.3066136
1.39874491,1.898585061,15.9023146
1.45382226,2.053993446,15.5116712
1.518992094,2.220881235,15.1348417
1.594456842,2.400699725,14.77207215
1.680542492,2.594999354,14.4237105
1.777696653,2.805437628,14.09022386
1.886487568,3.033787133,13.77221908
2.007603961,3.281943082,13.4704674
2.141855569,3.551929648,13.18593374
2.290174126,3.8459042,12.91981131
2.453614512,4.166158298,12.6735625
2.63335566,4.51511394,12.44896678
2.830700723,4.895313181,12.24817646
3.047075805,5.309398629,12.07378132
3.284026387,5.760081676,11.92888251
3.54321031,6.250094456,11.81717623
3.826385855,6.782120499,11.74304678
4.13539307,7.358697898,11.71166789
4.472126012,7.982087485,11.72910946
4.83849302,8.654097205,11.80244494
5.236361505,9.375852719,11.93985126
5.667483106,10.14750356,12.15068922
6.133394422,10.9678545,12.44554596
6.635288093,11.8339137,12.83621467
7.173848922,12.74035437,13.33557715
7.749050313,13.67889549,13.95734582
8.359907972,14.63762261,14.71561198
9.004191166,15.60029245,15.62414122
9.678097443,16.54569666,16.69535716
10.37590522,17.44720022,17.93896868
11.08963044,18.27261376,19.36022969
11.80872814,18.98459887,20.95788278
12.51989607,19.54182383,22.72193275
13.20705194,19.90106193,24.6315185
13.85156326,20.02033097,26.65328379
14.43280277,19.86299156,28.74074909
14.92907503,19.40246008,30.83520141
15.31890819,18.62689498,32.86848698
15.5826317,17.54297307,34.76778
15.70407908,16.17780527,36.46193963
15.67218721,14.57824676,37.88857116
15.48223686,12.80734715,39.00055293
15.1365111,10.93835071,39.77074928
14.64424029,9.047277354,40.19397112
14.02083329,7.205463109,40.28588409
13.28652578,5.473383438,40.07927957
12.46467239,3.896663926,39.61866841
11.57994414,2.504578061,38.9543698
10.65666755,1.310764424,38.13713877
9.71747392,0.315527309,37.21402063
8.782342496,-0.491033398,36.22570207
7.868045066,-1.125731824,35.20528059
6.987943822,-1.609317958,34.17816094
6.152065032,-1.964067538,33.16271071
5.36736327,-2.212016003,32.17132914
4.638098236,-2.373793043,31.21165804
3.966261208,-2.467952729,30.28775213
3.352005325,-2.510675953,29.40110569
2.794049724,-2.515729972,28.55149234
2.290040424,-2.494590331,27.73761437
1.836860321,-2.456653951,26.95758004
1.430887071,-2.409493667,26.20923767
1.068201592,-2.359121849,25.49039706
0.744752068,-2.310243588,24.79896659
0.456479255,-2.266488866,24.13303012
0.199409044,-2.230618979,23.49088267
-0.030282091,-2.204706112,22.87103959
-0.236223648,-2.190287053,22.27222978
-0.421825217,-2.188493139,21.69338036
-0.590264349,-2.200158997,21.13359802
-0.744484986,-2.225912783,20.59215002
-0.887203823,-2.266250508,20.06844707
-1.020922435,-2.321596868,19.56202895
-1.14794348,-2.392354726,19.07255371
-1.270389569,-2.478945159,18.59979031
-1.390223768,-2.581839697,18.14361504
-1.509270878,-2.701586138,17.70401148
-1.629238886,-2.838829091,17.28107403
-1.751740105,-2.994326132,16.87501493
-1.878311653,-3.168960267,16.48617493
-2.010435007,-3.363749137,16.11503762
-2.149554426,-3.57985119,15.76224771
-2.297094056,-3.818568793,15.42863357
-2.454473542,-4.081347975,15.1152344
-2.623121952,-4.369774238,14.82333241
-2.804489737,-4.685563482,14.55449055
-3.000058404,-5.030546739,14.31059626
-3.211347447,-5.406646921,14.09391147
-3.439917915,-5.815845264,13.90712931
-3.687371829,-6.260134511,13.75343709
-3.95534641,-6.741455168,13.63658532
-4.245501772,-7.261610386,13.56096102
-4.559500441,-7.822154183,13.53166302
-4.898976634,-8.424246984,13.55457511
-5.265492843,-9.068471827,13.63643041
-5.660480866,-9.754604438,13.78485793
-6.085164047,-10.48133091,14.00839777
-6.540457303,-11.24590854,14.31646726
-7.02684155,-12.04376912,14.71925439
-7.544209724,-12.86807029,15.22750934
-8.091682821,-13.70921087,15.85219937
-8.667396746,-14.55434083,16.60398922
-9.268264521,-15.38691592,17.49251024
-9.889723913,-16.18637216,18.52539075
-10.52548802,-16.92802109,19.70704102
-11.16732549,-17.58329137,21.03722327
-11.80490731,-18.12045406,22.50949309
-12.4257662,-18.5059583,24.10967043
-13.01542033,-18.70645514,25.81457827
-13.55771146,-18.69149046,27.59135509
-14.03539372,-18.43670218,29.39767334
-14.43098204,-17.92717963,31.18314881
-14.72782709,-17.1604779,32.89207804
-14.91133316,-16.14868634,34.46739596
-14.9701869,-14.91899256,35.85544613
-14.89743332,-13.51239272,37.0108845
-14.69123419,-11.98055194,37.90089604
-14.35517996,-10.38122463,38.50796674
-13.89809529,-8.772976358,38.83072873
-13.33336304,-7.210092137,38.88280714
-12.67787109,-5.738466256,38.6900146
-11.95073916,-4.392987249,38.28653241
-11.17199911,-3.196565513,37.7108153
-10.36138253,-2.160619203,37.00186429
-9.537325631,-1.286619207,36.19629726
-8.716248433,-0.568221125,35.32639735
-7.912116122,0.006443673,34.4191079
-7.136254336,0.452634257,33.495806
-6.397369049,0.787210351,32.57262924
-5.701714441,1.027260006,31.66113265
-5.053354858,1.189137275,30.76909166
-4.454475309,1.287855425,29.90131822
-3.905705668,1.336761763,29.06040773
-3.406434205,1.347419084,28.24737467
-2.95509517,1.329627903,27.46216406
-2.549422199,1.291536796,26.70404376
-2.186664454,1.239801627,25.97189241
-1.863765838,1.179766151,25.26440155
-1.577509715,1.115645855,24.58021073
-1.32463271,1.050703841,23.91799224
-1.101911628,0.987412455,23.2764999
-0.906227575,0.927597685,22.65459277
-0.734611137,0.872565472,22.05124262
-0.58427213,0.823210374,21.46553127
-0.452617012,0.780107771,20.8966422
-0.337256613,0.74359116,20.34384957
-0.236006449,0.713816271,19.80650638
-0.146881486,0.690813694,19.28403313
-0.068086894,0.674531664,18.77590751
0.001993965,0.664870526,18.28165544
0.064813329,0.661710238,17.80084361
0.121673847,0.664932154,17.33307335
0.173743812,0.674436148,16.87797584
0.222072381,0.690154026,16.43520841
0.267604477,0.712060027,16.00445182
0.31119516,0.740179106,15.58540846
0.353623331,0.774593583,15.1778012
0.395604706,0.815448647,14.781373
0.437804042,0.862957144,14.39588706
0.480846633,0.917403967,14.0211276
0.525329123,0.979150362,13.65690118
0.571829709,1.048638369,13.30303866
0.620917808,1.126395608,12.95939783
0.673163281,1.213040557,12.62586678
0.729145319,1.309288475,12.30236812
0.789461077,1.415958049,11.98886426
0.854734161,1.533978868,11.68536389
0.92562306,1.664399769,11.39192993
1.002829614,1.808398075,11.10868917
1.087107602,1.96728972,10.83584415
1.179271511,2.142540196,10.57368747
1.280205555,2.335776218,10.32261925
1.390872971,2.548797876,10.08316834
1.512325593,2.783590985,9.856017914
1.645713687,3.042339147,9.642036555
1.792295957,3.327434837,9.442315696
1.953449564,3.64148857,9.258214757
2.130679917,3.987334777,9.091415345
2.325629863,4.368032569,8.943986064
2.540087715,4.786858847,8.818459666
2.775993362,5.2472904,8.717924281
3.035441368,5.752970458,8.646130412
3.320679599,6.307653789,8.607615079
3.634101401,6.915122606,8.607843824
3.978228695,7.579063441,8.653370038
4.355682559,8.302892567,8.752008998
4.769136873,9.089514838,8.913020673
5.221249442,9.940997969,9.147290355
5.714563723,10.85814206,9.46748882
6.251372953,11.83992335,9.888183506
6.83353732,12.88279311,10.4258585
7.462244214,13.97982018,11.09878384
8.137702106,15.11968088,11.92665458
8.858761144,16.28552849,12.9298995
9.622459289,17.45381896,14.12854385
10.42350327,18.59323473,15.54050891
11.25371023,19.66393227,17.1792585
12.10145946,20.6174337,19.05077598
12.95123394,21.39756369,21.14999501
13.78336345,21.94286002,23.45702132
14.57410868,22.19079888,25.93375517
15.29623318,22.0839154,28.52179566
15.92018296,21.57743575,31.14266352
16.4159157,20.64742215,33.70126829
16.75529247,19.29783645,36.09304369
16.91478279,17.56462807,38.21428115
16.87808548,15.51522438,39.97411699
16.63819262,13.24274726,41.30578392
16.19847167,10.85568025,42.17456305
15.57251879,8.465050264,42.58058095
14.78279814,6.171894403,42.55598529
13.85834027,4.057552596,42.15755098
12.83194266,2.178304785,41.45681138
11.73735326,0.564545964,40.53004722
10.60683254,-0.776403646,39.44997157
9.469334307,-1.855309905,38.28007835
8.349380256,-2.695315656,37.07176686
7.266572802,-3.326611651,35.86376998
6.235614947,-3.782111758,34.68315902
5.266680318,-4.094338583,33.54720549
4.365986983,-4.293444533,32.46553139
3.536457632,-4.406151888,31.44217327
2.778383011,-4.45535797,30.47735874
2.090036726,-4.46017457,29.56892108
1.468214151,-4.436219595,28.71335712
0.908685449,-4.396031391,27.90657411
0.406563701,-4.349521348,27.1443871
-0.043404746,-4.304414691,26.42282748
-0.446617703,-4.266653079,25.73831638
-0.808451642,-4.240747832,25.08774589
-1.134142979,-4.23008163,24.46850106
-1.428706892,-4.237161352,23.8784465
-1.696885697,-4.263826942,23.31589448
-1.943120057,-4.311421943,22.77956541
-2.171537487,-4.380931156,22.26854806
-2.385953627,-4.473090402,21.78226364
-2.589882642,-4.58847268,21.32043601
-2.786553809,-4.727554301,20.88306922
-2.978931955,-4.89076391,20.47043232
-3.169739865,-5.078516695,20.08305153
-3.361481164,-5.291235497,19.72170895
-3.556462424,-5.529360033,19.3874473
-3.756813509,-5.793344963,19.08157988
-3.964505254,-6.083647073,18.80570493
-4.18136371,-6.400701439,18.56172321
-4.409080211,-6.744886069,18.35185793
-4.64921651,-7.11647415,18.17867517
-4.903204247,-7.515572768,18.04510311
-5.172337908,-7.9420468,17.95444749
-5.457760439,-8.395426604,17.91040008
-5.760440609,-8.874798349,17.9170359
-6.081141201,-9.378676289,17.97879404
-6.42037721,-9.904857222,18.10043552
-6.778363358,-10.45025883,18.28697039
-7.154950586,-11.01074583,18.54354518
-7.549551728,-11.58095102,18.87528077
-7.961057408,-12.15410213,19.28705111
-8.387744406,-12.72187075,19.78319372
-8.827180307,-13.27426498,20.36714671
-9.276130282,-13.79959364,21.04101181
-9.730474157,-14.28453479,21.8050525
-10.18514448,-14.71434425,22.65714802
-10.6340986,-15.07323827,23.59223999
